token:16781129 lambda:0.999860
token:50343922 lambda:0.180182
token:16806815 lambda:0.000421
token:16798846 lambda:0.000411
token:16780895 lambda:0.319703
token:16830117 lambda:0.000240
token:50351119 lambda:0.001779
token:16828348 lambda:0.000003
token:50345160 lambda:0.008013
token:50337575 lambda:0.001204
token:16779608 lambda:0.999988
token:50335932 lambda:0.000486
token:50342020 lambda:0.000451
token:16793975 lambda:0.000420
token:16795867 lambda:0.001087
token:16811874 lambda:0.000291
token:16818343 lambda:0.000474
token:50343054 lambda:0.455157
token:16821670 lambda:0.000097
token:33562061 lambda:0.000313
token:16780753 lambda:0.000782
token:16808655 lambda:0.061775
token:16790934 lambda:0.002691
token:16788439 lambda:0.000173
token:16789766 lambda:0.000845
token:16808296 lambda:0.002393
token:16790369 lambda:0.000110
token:16856715 lambda:0.000001
token:16784067 lambda:0.076119
token:16822322 lambda:0.051467
token:50338223 lambda:0.000570
token:16809920 lambda:0.000407
token:50342475 lambda:0.040035
token:50348056 lambda:0.000253
token:16809708 lambda:0.000168
token:16823867 lambda:0.000087
token:16787575 lambda:0.000068
token:16845932 lambda:0.000108
token:16797005 lambda:0.001843
token:50342469 lambda:0.000392
token:16781492 lambda:0.189198
token:16817452 lambda:0.000143
token:16813106 lambda:0.593104
token:50334707 lambda:0.144044
token:16795641 lambda:0.000877
token:16796662 lambda:0.001917
token:16777781 lambda:0.998029
token:50339390 lambda:0.000001
token:16855704 lambda:0.000078
token:16797015 lambda:0.025225
token:16778842 lambda:0.000697
token:50345701 lambda:0.555744
token:16792810 lambda:0.000122
token:16786789 lambda:0.000083
token:50334222 lambda:0.002012
token:16812156 lambda:0.000396
token:50347605 lambda:0.000022
token:16793680 lambda:0.000456
token:16799873 lambda:0.000528
token:16799945 lambda:0.000488
token:16827106 lambda:0.000240
token:50341078 lambda:0.000063
token:16795863 lambda:0.351514
token:16791655 lambda:0.000249
token:16778506 lambda:0.997971
token:16813472 lambda:0.000146
token:16799042 lambda:0.000648
token:50343089 lambda:0.040094
token:16787105 lambda:0.757365
token:16801843 lambda:0.025278
token:16848717 lambda:0.999813
token:16816372 lambda:0.000001
token:50347000 lambda:0.000627
token:16823745 lambda:0.000715
token:16803480 lambda:0.000240
token:16799665 lambda:0.001662
token:50353112 lambda:0.996500
token:16798320 lambda:0.002292
token:50338137 lambda:0.000167
token:16832185 lambda:0.000546
token:50342402 lambda:0.981463
token:16796053 lambda:0.000604
token:16812306 lambda:0.000065
token:16788887 lambda:0.005104
token:16780947 lambda:0.000309
token:16795822 lambda:0.000350
token:33566472 lambda:0.995159
token:50342822 lambda:0.000537
token:16797328 lambda:0.000656
token:16865520 lambda:0.000194
token:16811054 lambda:0.000516
token:16818834 lambda:0.000408
token:16826512 lambda:0.000140
token:16786545 lambda:0.001508
token:50335666 lambda:0.000015
token:16829907 lambda:0.000428
token:16834720 lambda:0.000158
token:16777800 lambda:0.003882
token:16817918 lambda:0.000415
token:16781025 lambda:0.000022
token:50339718 lambda:0.000196
token:16808099 lambda:0.000891
token:50349570 lambda:0.000243
token:16819957 lambda:0.000106
token:50354212 lambda:0.191983
token:16817402 lambda:0.001851
token:16779108 lambda:0.000740
token:33558052 lambda:0.000367
token:50345379 lambda:0.000640
token:16778079 lambda:0.183497
token:16817849 lambda:0.000031
token:16806731 lambda:0.000021
token:16814392 lambda:0.000359
token:16808617 lambda:0.000221
token:16784553 lambda:0.476071
token:16781843 lambda:0.252395
token:16818324 lambda:0.000522
token:16812413 lambda:0.003392
token:16808333 lambda:0.009993
token:16812024 lambda:0.000317
token:16798693 lambda:0.000164
token:50351386 lambda:0.000219
token:16820058 lambda:0.000258
token:16792370 lambda:0.000294
token:16845734 lambda:0.000104
token:50341309 lambda:0.000326
token:16811750 lambda:0.000242
token:50349930 lambda:0.000027
token:50340031 lambda:0.000308
token:16821790 lambda:0.004995
token:50358829 lambda:0.575295
token:16787646 lambda:0.000078
token:16784716 lambda:0.402809
token:16799098 lambda:0.001409
token:16824671 lambda:0.001564
token:50352690 lambda:0.000706
token:16779491 lambda:0.346511
token:16792379 lambda:0.000001
token:16817910 lambda:0.000129
token:50332922 lambda:0.009834
token:50345548 lambda:0.000089
token:50344330 lambda:0.000731
token:16782259 lambda:0.001734
token:16821186 lambda:0.000052
token:16780216 lambda:0.000326
token:50347842 lambda:0.000311
token:16789833 lambda:0.243985
token:16782082 lambda:0.017683
token:16782368 lambda:0.146796
token:16828742 lambda:0.000178
token:16791146 lambda:0.000612
token:16810473 lambda:0.004242
token:16791045 lambda:0.000044
token:50355512 lambda:0.000163
token:16811110 lambda:0.000161
token:16810633 lambda:0.000701
token:16812505 lambda:0.000641
token:16809069 lambda:0.211761
token:16781461 lambda:0.006890
token:50342410 lambda:0.000017
token:16784072 lambda:0.652219
token:16801871 lambda:0.000659
token:16777648 lambda:0.111994
token:50359221 lambda:0.000349
token:16793684 lambda:0.000744
token:16805854 lambda:0.000293
token:16820007 lambda:0.000690
token:16828892 lambda:0.963380
token:16817276 lambda:0.100539
token:16791325 lambda:0.000673
token:16814287 lambda:0.002232
token:50336106 lambda:0.007613
token:16798192 lambda:0.000154
token:16796816 lambda:0.003598
token:16816701 lambda:0.001010
token:16859862 lambda:0.001296
token:16786815 lambda:0.000080
token:16799331 lambda:0.000215
token:50344228 lambda:0.000026
token:16792870 lambda:0.000122
token:50343815 lambda:0.000557
token:16814881 lambda:0.000012
token:16789329 lambda:0.000330
token:16862710 lambda:0.000058
token:16797428 lambda:0.001199
token:16821805 lambda:0.000058
token:16781493 lambda:0.000293
token:16780520 lambda:0.998489
token:16789599 lambda:0.000873
token:16785481 lambda:0.392499
token:16805205 lambda:0.001408
token:16791376 lambda:0.004595
token:50341757 lambda:0.000261
token:16815354 lambda:0.001473
token:50347208 lambda:0.000882
token:16840146 lambda:0.000006
token:16793594 lambda:0.000797
token:16829677 lambda:0.000197
token:50351152 lambda:0.000166
token:16822202 lambda:0.000055
token:50337627 lambda:0.000065
token:16813680 lambda:0.003113
token:16788493 lambda:0.119104
token:16780143 lambda:0.530590
token:16783480 lambda:0.999759
token:16805424 lambda:0.000295
token:16802247 lambda:0.103398
token:50354368 lambda:0.000514
token:50353883 lambda:0.000546
token:50336466 lambda:0.538345
token:16868770 lambda:0.000037
token:50347407 lambda:0.000984
token:16777335 lambda:0.003781
token:16807979 lambda:0.000598
token:16815606 lambda:0.170785
token:16868248 lambda:0.000063
token:16797320 lambda:0.003786
token:50343323 lambda:0.000149
token:16810844 lambda:0.000875
token:16812512 lambda:0.000119
token:16781290 lambda:0.002692
token:16799800 lambda:0.000186
token:50352502 lambda:0.000287
token:16785123 lambda:0.001182
token:16813310 lambda:0.000001
token:16849852 lambda:0.000240
token:16827899 lambda:0.001462
token:16794107 lambda:0.000365
token:16855159 lambda:0.000240
token:16817208 lambda:0.002099
token:16809037 lambda:0.000266
token:50355133 lambda:0.000198
token:16836678 lambda:0.000252
token:50355951 lambda:0.000010
token:16780563 lambda:0.046460
token:16806192 lambda:0.000534
token:16801351 lambda:0.001022
token:16801932 lambda:0.000092
token:16826963 lambda:0.000122
token:16810682 lambda:0.000813
token:16815101 lambda:0.998324
token:16809085 lambda:0.842569
token:16862782 lambda:0.001296
token:16794651 lambda:0.000240
token:16797846 lambda:0.000110
token:16864085 lambda:0.000240
token:50348895 lambda:0.000120
token:50350177 lambda:0.000001
token:16801358 lambda:0.000015
token:16807578 lambda:0.179977
token:16786281 lambda:0.002909
token:16790966 lambda:0.000469
token:16803305 lambda:0.000176
token:50335252 lambda:0.000301
token:16782340 lambda:0.000410
token:50347752 lambda:0.003133
token:50349267 lambda:0.000240
token:16795243 lambda:0.004790
token:16788181 lambda:0.004030
token:33560764 lambda:0.003869
token:16825166 lambda:0.000249
token:50356770 lambda:0.000001
token:16792307 lambda:0.000240
token:16823206 lambda:0.000523
token:50341396 lambda:0.627555
token:16805051 lambda:0.000123
token:16819074 lambda:0.000004
token:16784946 lambda:0.001842
token:16828662 lambda:0.000204
token:16849171 lambda:0.000240
token:50336167 lambda:0.000449
token:50349186 lambda:0.001309
token:16788382 lambda:0.000442
token:16807296 lambda:0.999897
token:50354099 lambda:0.000076
token:16798770 lambda:0.000348
token:50338160 lambda:0.000423
token:16829609 lambda:0.000240
token:33558772 lambda:0.993801
token:16813057 lambda:0.000456
token:16790751 lambda:0.000076
token:16862702 lambda:0.000240
token:16784738 lambda:0.003873
token:16794267 lambda:0.000324
token:16823700 lambda:0.103697
token:16777874 lambda:0.002689
token:16867727 lambda:0.001564
token:16820068 lambda:0.000677
token:16817169 lambda:0.059929
token:16816335 lambda:0.001204
token:50334538 lambda:0.003285
token:16829504 lambda:0.000311
token:16815327 lambda:0.000301
token:16808954 lambda:0.000821
token:50339408 lambda:0.000004
token:16777697 lambda:0.002316
token:50335376 lambda:0.518853
token:16811112 lambda:0.000509
token:50353762 lambda:0.000049
token:16812172 lambda:0.999573
token:16795415 lambda:0.000284
token:16807719 lambda:0.000701
token:16822216 lambda:0.000002
token:16802898 lambda:0.000012
token:16858190 lambda:0.000240
token:16780195 lambda:0.010106
token:50345060 lambda:0.000049
token:16778713 lambda:0.000774
token:16801108 lambda:0.000255
token:16816630 lambda:0.392531
token:16835084 lambda:0.000240
token:16813415 lambda:0.002692
token:16781412 lambda:0.008653
token:16797936 lambda:0.000167
token:50338389 lambda:0.000950
token:50337228 lambda:0.000174
token:50353097 lambda:0.000166
token:50351993 lambda:0.000341
token:16788574 lambda:0.000139
token:33558759 lambda:0.999688
token:50341927 lambda:0.000293
token:16827970 lambda:0.000083
token:50352708 lambda:0.000010
token:16803497 lambda:0.000133
token:16780087 lambda:0.600101
token:16813014 lambda:0.000400
token:50345364 lambda:0.000006
token:50347843 lambda:0.001485
token:50351909 lambda:0.000012
token:50349029 lambda:0.000042
token:16817678 lambda:0.000115
token:16810947 lambda:0.000805
token:16799529 lambda:0.001217
token:16845925 lambda:0.000124
token:50345576 lambda:0.000214
token:50335559 lambda:0.000266
token:16814645 lambda:0.000389
token:16814919 lambda:0.363961
token:50337987 lambda:0.001643
token:16780633 lambda:0.520500
token:16780941 lambda:0.997538
token:16811847 lambda:0.000182
token:16791810 lambda:0.000283
token:50347542 lambda:0.000152
token:16815389 lambda:0.000461
token:16814436 lambda:0.000257
token:16802662 lambda:0.000473
token:16850181 lambda:0.000163
token:50354142 lambda:0.009512
token:50336165 lambda:0.001267
token:16789112 lambda:0.000160
token:16824918 lambda:0.017702
token:16803981 lambda:0.988617
token:16782564 lambda:0.000786
token:16807025 lambda:0.001291
token:16835179 lambda:0.000050
token:16826351 lambda:0.005673
token:16809890 lambda:0.000388
token:16796641 lambda:0.000073
token:16815362 lambda:0.018359
token:16828587 lambda:0.000073
token:16819405 lambda:0.000401
token:50353976 lambda:0.000207
token:16810263 lambda:0.000208
token:16810432 lambda:0.001400
token:16811541 lambda:0.000091
token:50359123 lambda:0.000001
token:16805967 lambda:0.000801
token:16780119 lambda:0.146857
token:16784208 lambda:0.000912
token:50341998 lambda:0.077863
token:16802006 lambda:0.000780
token:16809925 lambda:0.000004
token:33566536 lambda:0.998767
token:16788666 lambda:0.001010
token:16791775 lambda:0.000259
token:16795402 lambda:0.089636
token:16794504 lambda:0.000389
token:16799091 lambda:0.001085
token:16808728 lambda:0.001837
token:16808443 lambda:0.000191
token:50336499 lambda:0.000155
token:50336125 lambda:0.000850
token:16794902 lambda:0.000716
token:16803740 lambda:0.000352
token:50340676 lambda:0.997470
token:50351624 lambda:0.001188
token:16805587 lambda:0.002092
token:16809580 lambda:0.000737
token:16820271 lambda:0.000006
token:33568779 lambda:0.003455
token:16795362 lambda:0.999600
token:16812824 lambda:0.000014
token:50337646 lambda:0.000240
token:50350290 lambda:0.083616
token:50353429 lambda:0.161696
token:16782399 lambda:0.033147
token:16826390 lambda:0.003306
token:16800848 lambda:0.000241
token:16812492 lambda:0.000389
token:50353248 lambda:0.206163
token:50350491 lambda:0.000105
token:16815942 lambda:0.002556
token:16798096 lambda:0.000122
token:16782671 lambda:0.621711
token:16796250 lambda:0.001067
token:16809078 lambda:0.178847
token:16868320 lambda:0.001218
token:16791384 lambda:0.000018
token:16794128 lambda:0.678479
token:50351004 lambda:0.999883
token:16819018 lambda:0.001972
token:16787791 lambda:0.000010
token:50339666 lambda:0.000170
token:16823709 lambda:0.000175
token:16777386 lambda:0.000037
token:16810150 lambda:0.000577
token:16829023 lambda:0.000234
token:16820025 lambda:0.000563
token:16778804 lambda:0.001082
token:16797746 lambda:0.000267
token:50350106 lambda:0.020768
token:16825637 lambda:0.001451
token:50336558 lambda:0.000033
token:16795718 lambda:0.001090
token:16826396 lambda:0.001576
token:16803858 lambda:0.000004
token:50333693 lambda:0.003477
token:16828046 lambda:0.000160
token:16853082 lambda:0.003354
token:16789085 lambda:0.000951
token:16788863 lambda:0.000163
token:16825591 lambda:0.001084
token:16784402 lambda:0.001035
token:16778627 lambda:0.006378
token:16816388 lambda:0.001564
token:16868276 lambda:0.000404
token:16831156 lambda:0.000057
token:16821339 lambda:0.001580
token:16807594 lambda:0.000659
token:16827873 lambda:0.000001
token:16785590 lambda:0.004141
token:16818236 lambda:0.000240
token:16807936 lambda:0.000019
token:16825971 lambda:0.000099
token:16781107 lambda:0.874795
token:50339286 lambda:0.000212
token:16793884 lambda:0.000772
token:16803993 lambda:0.000260
token:16804479 lambda:0.000211
token:16780683 lambda:0.005475
token:16804959 lambda:0.054787
token:16792889 lambda:0.001079
token:16782396 lambda:0.000214
token:16792436 lambda:0.000311
token:16787963 lambda:0.995591
token:16807552 lambda:0.906822
token:16795619 lambda:0.002334
token:16799957 lambda:0.998218
token:50347243 lambda:0.000160
token:50346186 lambda:0.000314
token:50346081 lambda:0.000322
token:16801663 lambda:0.996840
token:50353172 lambda:0.961848
token:16807342 lambda:0.001684
token:16816893 lambda:0.001119
token:16790649 lambda:0.005378
token:16800423 lambda:0.002653
token:16788616 lambda:0.998033
token:16814237 lambda:0.000967
token:16778655 lambda:0.355819
token:16787714 lambda:0.000252
token:16781597 lambda:0.982230
token:50343637 lambda:0.000477
token:16822915 lambda:0.000896
token:50352968 lambda:0.000069
token:16866608 lambda:0.000213
token:50335596 lambda:0.043091
token:16815771 lambda:0.001124
token:16817443 lambda:0.000012
token:50337312 lambda:0.000240
token:16778147 lambda:0.103747
token:16829672 lambda:0.000191
token:50352203 lambda:0.000527
token:16786561 lambda:0.216496
token:50336135 lambda:0.000019
token:50341652 lambda:0.000116
token:16802577 lambda:0.217558
token:16806970 lambda:0.000326
token:50335717 lambda:0.000001
token:50351008 lambda:0.000053
token:16843269 lambda:0.997760
token:16839402 lambda:0.000240
token:50354192 lambda:0.000288
token:16827374 lambda:0.000218
token:16827759 lambda:0.000338
token:16780666 lambda:0.995357
token:50346428 lambda:0.687716
token:16849644 lambda:0.062859
token:16868840 lambda:0.001806
token:16814257 lambda:0.000004
token:16848025 lambda:0.000042
token:16829411 lambda:0.004188
token:33562418 lambda:0.000165
token:16799425 lambda:0.000719
token:16811100 lambda:0.000388
token:50356086 lambda:0.000818
token:16780295 lambda:0.011852
token:16801091 lambda:0.000956
token:16777996 lambda:0.001563
token:16779234 lambda:0.378894
token:16805804 lambda:0.003013
token:50353632 lambda:0.000769
token:16814135 lambda:0.000042
token:16778177 lambda:0.709967
token:16850050 lambda:0.000240
token:50346401 lambda:0.000473
token:16781598 lambda:0.003137
token:16800696 lambda:0.072652
token:16829820 lambda:0.000219
token:16799740 lambda:0.000144
token:16801047 lambda:0.002365
token:16826084 lambda:0.999507
token:50349946 lambda:0.000051
token:16796010 lambda:0.002385
token:50336745 lambda:0.996325
token:16781978 lambda:0.003182
token:16796157 lambda:0.000363
token:16814163 lambda:0.001407
token:16822353 lambda:0.001189
token:16779349 lambda:0.000502
token:16830432 lambda:0.000001
token:16791009 lambda:0.000191
token:16842752 lambda:0.000240
token:16812290 lambda:0.000037
token:16781624 lambda:0.002662
token:16803225 lambda:0.000242
token:50337560 lambda:0.000377
token:50337384 lambda:0.618169
token:50357919 lambda:0.001893
token:50340877 lambda:0.000063
token:50349921 lambda:0.000413
token:16856648 lambda:0.000001
token:16832586 lambda:0.000199
token:16815304 lambda:0.177118
token:16790386 lambda:0.000543
token:16800596 lambda:0.000384
token:16821846 lambda:0.000267
token:16797904 lambda:0.003315
token:16801078 lambda:0.000393
token:16804303 lambda:0.000012
token:16854650 lambda:0.000020
token:50353760 lambda:0.002353
token:16779500 lambda:0.000944
token:16802421 lambda:0.964446
token:16836736 lambda:0.000499
token:16784135 lambda:0.061497
token:16795330 lambda:0.989067
token:16794098 lambda:0.000251
token:16817447 lambda:0.000034
token:16867872 lambda:0.000293
token:16824232 lambda:0.000100
token:16789605 lambda:0.000654
token:16824849 lambda:0.000001
token:16826153 lambda:0.001942
token:16818300 lambda:0.486976
token:16813822 lambda:0.000855
token:50338946 lambda:0.999765
token:50340354 lambda:0.000521
token:50341485 lambda:0.000358
token:16823481 lambda:0.002027
token:16793226 lambda:0.002327
token:16786836 lambda:0.000569
token:16796089 lambda:0.000586
token:16801297 lambda:0.000685
token:16797169 lambda:0.000867
token:16802801 lambda:0.007080
token:16869907 lambda:0.000736
token:16824852 lambda:0.000021
token:50338153 lambda:0.001584
token:16804151 lambda:0.000731
token:16796268 lambda:0.000111
token:16811905 lambda:0.000136
token:50341456 lambda:0.036835
token:50345453 lambda:0.000126
token:16810632 lambda:0.002944
token:16820611 lambda:0.000205
token:16798013 lambda:0.000625
token:16802070 lambda:0.000066
token:16818220 lambda:0.000240
token:50358283 lambda:0.000931
token:16784954 lambda:0.999091
token:16802364 lambda:0.001014
token:16795991 lambda:0.002231
token:50352430 lambda:0.000090
token:50356905 lambda:0.000029
token:16853291 lambda:0.000240
token:50351537 lambda:0.000002
token:16825088 lambda:0.000437
token:50353592 lambda:0.031732
token:50340824 lambda:0.002064
token:16783471 lambda:0.001603
token:16798186 lambda:0.000377
token:16813860 lambda:0.229285
token:16824415 lambda:0.002975
token:16800472 lambda:0.000053
token:16832410 lambda:0.997470
token:50350806 lambda:0.000195
token:16791134 lambda:0.999480
token:16784229 lambda:0.088324
token:50346630 lambda:0.000206
token:50354032 lambda:0.999192
token:16854812 lambda:0.000017
token:50342899 lambda:0.000936
token:16830139 lambda:0.000210
token:16800945 lambda:0.002162
token:16791210 lambda:0.166602
token:16815501 lambda:0.001516
token:16779391 lambda:0.572730
token:16778587 lambda:0.003182
token:16804815 lambda:0.001720
token:16780345 lambda:0.090155
token:16797983 lambda:0.001247
token:50341544 lambda:0.719381
token:16781479 lambda:0.197835
token:16829089 lambda:0.000001
token:16817912 lambda:0.000188
token:16840460 lambda:0.863561
token:50343200 lambda:0.000001
token:50334468 lambda:0.000172
token:50350192 lambda:0.000466
token:50354581 lambda:0.000085
token:16805717 lambda:0.000536
token:16815242 lambda:0.000405
token:16804645 lambda:0.617236
token:16803543 lambda:0.000157
token:16799901 lambda:0.000583
token:16800619 lambda:0.004690
token:16817889 lambda:0.006451
token:16813086 lambda:0.000038
token:16811797 lambda:0.000414
token:50342444 lambda:0.019371
token:16794880 lambda:0.000488
token:16788941 lambda:0.000058
token:50347423 lambda:0.004506
token:16847981 lambda:0.000039
token:16798179 lambda:0.000004
token:16779342 lambda:0.001986
token:16850273 lambda:0.000158
token:16811241 lambda:0.001723
token:50350876 lambda:0.000213
token:16784308 lambda:0.002151
token:16824840 lambda:0.192645
token:16826877 lambda:0.000710
token:50350504 lambda:0.000102
token:16801668 lambda:0.000009
token:16809501 lambda:0.000346
token:16789077 lambda:0.001862
token:16787189 lambda:0.000038
token:16846630 lambda:0.999593
token:50342498 lambda:0.007989
token:16817108 lambda:0.994647
token:16827766 lambda:0.000001
token:16793562 lambda:0.003660
token:16793956 lambda:0.003711
token:16830494 lambda:0.000224
token:16856710 lambda:0.000222
token:50346042 lambda:0.000001
token:50334405 lambda:0.001383
token:16810923 lambda:0.000220
token:16857675 lambda:0.000240
token:16808678 lambda:0.005054
token:16828100 lambda:0.004982
token:16786338 lambda:0.001979
token:16816060 lambda:0.000587
token:16816536 lambda:0.000547
token:16788388 lambda:0.462794
token:50351498 lambda:0.000480
token:16817921 lambda:0.000008
token:16803209 lambda:0.285309
token:16780048 lambda:0.001382
token:50352510 lambda:0.000001
token:16807978 lambda:0.000030
token:16788978 lambda:0.000064
token:16798212 lambda:0.000269
token:16800507 lambda:0.002398
token:16854180 lambda:0.000001
token:50333295 lambda:0.000430
token:16802559 lambda:0.175487
token:16796303 lambda:0.999809
token:16848377 lambda:0.000240
token:16791289 lambda:0.999130
token:50337426 lambda:0.000040
token:16792665 lambda:0.000303
token:16830921 lambda:0.000447
token:50351005 lambda:0.000224
token:50335227 lambda:0.000532
token:50342448 lambda:0.000437
token:16817530 lambda:0.000287
token:50358143 lambda:0.000001
token:16868684 lambda:0.000037
token:16816135 lambda:0.000240
token:16799162 lambda:0.000006
token:50334888 lambda:0.001726
token:16824905 lambda:0.000006
token:16828080 lambda:0.000089
token:16807757 lambda:0.000065
token:16803736 lambda:0.169833
token:16840547 lambda:0.000949
token:16798489 lambda:0.001309
token:16826418 lambda:0.857779
token:16810608 lambda:0.000206
token:16797382 lambda:0.000712
token:16866351 lambda:0.000258
token:50334050 lambda:0.000299
token:16779741 lambda:0.999999
token:16818306 lambda:0.000764
token:16795565 lambda:0.002394
token:16779613 lambda:0.807348
token:16841258 lambda:0.000091
token:16798382 lambda:0.002178
token:16797619 lambda:0.004265
token:16810219 lambda:0.000804
token:16785728 lambda:0.050837
token:16801999 lambda:0.003049
token:16779169 lambda:0.169233
token:16802436 lambda:0.000619
token:16830070 lambda:0.000060
token:16810658 lambda:0.000986
token:16790046 lambda:0.008960
token:16786997 lambda:0.250310
token:16800808 lambda:0.000787
token:50357748 lambda:0.000239
token:50334961 lambda:0.002726
token:50338789 lambda:0.000920
token:16808861 lambda:0.002188
token:16782553 lambda:0.005357
token:16847408 lambda:0.997827
token:50334265 lambda:0.000106
token:16788356 lambda:0.000202
token:50340320 lambda:0.000292
token:50351800 lambda:0.000759
token:33561505 lambda:0.000173
token:16813756 lambda:0.999677
token:16801214 lambda:0.001139
token:50348395 lambda:0.000322
token:16817041 lambda:0.000162
token:16823343 lambda:0.000293
token:50345810 lambda:0.000095
token:16790288 lambda:0.000128
token:16822290 lambda:0.000240
token:16803635 lambda:0.000960
token:16869915 lambda:0.000273
token:16794706 lambda:0.001631
token:50359394 lambda:0.000115
token:50353607 lambda:0.000035
token:16792838 lambda:0.015705
token:16816777 lambda:0.000159
token:16824058 lambda:0.001509
token:50354324 lambda:0.805987
token:16792175 lambda:0.000872
token:16812257 lambda:0.000091
token:16805542 lambda:0.000130
token:16815698 lambda:0.006228
token:16807750 lambda:0.379708
token:16801018 lambda:0.000102
token:16788205 lambda:0.000060
token:50339669 lambda:0.000758
token:50350553 lambda:0.000061
token:50351584 lambda:0.001144
token:16834273 lambda:0.002049
token:16786700 lambda:0.377046
token:16822914 lambda:0.330664
token:50332813 lambda:0.000103
token:16797425 lambda:0.065680
token:50349700 lambda:0.000233
token:50351592 lambda:0.001357
token:16778544 lambda:0.004862
token:50348096 lambda:0.000036
token:16819253 lambda:0.000756
token:16818013 lambda:0.000267
token:16792627 lambda:0.000196
token:16814801 lambda:0.993306
token:16811943 lambda:0.000426
token:16816966 lambda:0.000070
token:50353272 lambda:0.000042
token:50344059 lambda:0.241530
token:50342733 lambda:0.000496
token:16791822 lambda:0.000046
token:16794221 lambda:0.085958
token:50353598 lambda:0.000240
token:16778356 lambda:0.005435
token:16821139 lambda:0.000051
token:16778264 lambda:0.124580
token:16789727 lambda:0.000066
token:16808313 lambda:0.000615
token:16798634 lambda:0.133029
token:33568784 lambda:0.998268
token:50336163 lambda:0.002913
token:16789712 lambda:0.000278
token:16812728 lambda:0.000416
token:16788046 lambda:0.685738
token:16786235 lambda:0.000705
token:50357496 lambda:0.000286
token:16802737 lambda:0.137332
token:16809537 lambda:0.000240
token:16786210 lambda:0.432602
token:16781825 lambda:0.105986
token:16827503 lambda:0.021888
token:16794459 lambda:0.000774
token:16817479 lambda:0.003569
token:16822991 lambda:0.000178
token:16803229 lambda:0.000476
token:16808117 lambda:0.000200
token:50333550 lambda:0.044564
token:16819701 lambda:0.000031
token:16822532 lambda:0.000054
token:16802871 lambda:0.000012
token:50355336 lambda:0.000001
token:16779833 lambda:0.246126
token:16803263 lambda:0.000190
token:16851966 lambda:0.001647
token:16783680 lambda:0.000845
token:16807788 lambda:0.001024
token:16802467 lambda:0.347308
token:16826684 lambda:0.000399
token:16852559 lambda:0.000835
token:16777756 lambda:0.001083
token:16803595 lambda:0.209776
token:16790405 lambda:0.000033
token:16787316 lambda:0.000204
token:16787974 lambda:0.028939
token:50345009 lambda:0.015081
token:16825368 lambda:0.000197
token:16858298 lambda:0.000888
token:50334243 lambda:0.000183
token:16778389 lambda:0.967835
token:16805349 lambda:0.000554
token:50339715 lambda:0.079774
token:50342595 lambda:0.000111
token:16807768 lambda:0.000746
token:16814170 lambda:0.000380
token:16805081 lambda:0.001299
token:16796650 lambda:0.000596
token:16820868 lambda:0.001360
token:16778809 lambda:0.015809
token:50335191 lambda:0.000293
token:16813281 lambda:0.000199
token:16820581 lambda:0.000493
token:50335884 lambda:0.000977
token:50347064 lambda:0.000256
token:50353149 lambda:0.000239
token:16856897 lambda:0.000010
token:16811142 lambda:0.000335
token:16824078 lambda:0.000001
token:16816339 lambda:0.000162
token:16797070 lambda:0.000240
token:16789401 lambda:0.002864
token:16831775 lambda:0.000205
token:16777771 lambda:0.999164
token:16794743 lambda:0.000703
token:16841113 lambda:0.004186
token:16798852 lambda:0.000240
token:50333304 lambda:0.000594
token:16802438 lambda:0.002033
token:16826398 lambda:0.001081
token:16805095 lambda:0.000164
token:50345145 lambda:0.000241
token:16816219 lambda:0.000240
token:50336121 lambda:0.000105
token:50353426 lambda:0.000048
token:16804037 lambda:0.242452
token:16799885 lambda:0.000239
token:16800879 lambda:0.000366
token:16802872 lambda:0.000818
token:16807036 lambda:0.000102
token:16790160 lambda:0.000135
token:16787788 lambda:0.059680
token:33562201 lambda:0.001498
token:50337183 lambda:0.004880
token:16778018 lambda:0.309798
token:16798798 lambda:0.002704
token:16861348 lambda:0.009755
token:16786129 lambda:0.000467
token:16800309 lambda:0.000532
token:16781329 lambda:0.019974
token:16800618 lambda:0.000171
token:16793155 lambda:0.000808
token:16818726 lambda:0.031523
token:16790799 lambda:0.000240
token:50334079 lambda:0.000247
token:16821532 lambda:0.000244
token:16782446 lambda:0.163524
token:16852883 lambda:0.000120
token:16845786 lambda:0.000240
token:16785218 lambda:0.299800
token:16802222 lambda:0.000018
token:16807346 lambda:0.001818
token:16853869 lambda:0.000133
token:16804184 lambda:0.314183
token:16825534 lambda:0.059929
token:16783839 lambda:0.036018
token:16806998 lambda:0.000595
token:50347491 lambda:0.000567
token:16803034 lambda:0.000001
token:16824182 lambda:0.012558
token:16834169 lambda:0.000240
token:16854706 lambda:0.000340
token:50342909 lambda:0.000349
token:16783660 lambda:0.005003
token:16828432 lambda:0.000240
token:16814787 lambda:0.000661
token:50336061 lambda:0.000274
token:16806674 lambda:0.003908
token:16794442 lambda:0.000212
token:16859954 lambda:0.000253
token:16800649 lambda:0.766821
token:16817864 lambda:0.001069
token:50355337 lambda:0.000240
token:16795788 lambda:0.001581
token:16811102 lambda:0.000115
token:16806668 lambda:0.001355
token:16793606 lambda:0.160651
token:16798491 lambda:0.000062
token:16821103 lambda:0.001780
token:50335770 lambda:0.117766
token:16810094 lambda:0.000283
token:16814492 lambda:0.000083
token:16789883 lambda:0.000342
token:16780381 lambda:0.002720
token:16846836 lambda:0.000196
token:16790867 lambda:0.000471
token:16788236 lambda:0.000183
